Index,Position,Salary Estimate,Rating,Company,Location,Industry
2788,"Junior Data Scientist, Analytics",$12K-$111K (Glassdoor est.),3.5,"CGI
3.5","Arlington, TX",Consulting
2789,Quantum Data Scientist (Industrial-Process sector),$12K-$111K (Glassdoor est.),3.7,"IBM
3.7","Dallas, TX",IT Services
2790,Senior Data Scientist,$12K-$111K (Glassdoor est.),3.8,"Sense Corp
3.8","Dallas, TX",Accounting
2791,Data Scientist,$12K-$111K (Glassdoor est.),4.5,"Radiant Digital
4.5","Irving, TX",-1
2792,Data Scientist,$12K-$111K (Glassdoor est.),-1.0,Stellent IT LLC,"Coppell, TX",-1
2793,Data Scientist,$12K-$111K (Glassdoor est.),-1.0,"CGI Technologies and Solutions, Inc.","Dallas, TX",-1
2794,Data Scientist,$12K-$111K (Glassdoor est.),3.9,"JPMorgan Chase & Co.
3.9","Lewisville, TX",Investment Banking & Asset Management
2796,Machine Learning Engineer,$12K-$111K (Glassdoor est.),4.8,"Dialexa
4.8","Dallas, TX",Computer Hardware & Software
2797,Data Analyst,$12K-$111K (Glassdoor est.),1.0,"Sphinix Solutions
1.0","Dallas, TX",IT Services
2798,(Senior) Human Scientist,$12K-$111K (Glassdoor est.),4.3,"Boston Consulting Group
4.3","Dallas, TX",Consulting
2799,Data Analyst,$12K-$111K (Glassdoor est.),3.4,"ZeniMax Media, Inc.
3.4","Dallas, TX",Video Games
2800,Data Scientist,$12K-$111K (Glassdoor est.),-1.0,Xcelo Group,"Irving, TX",-1
2801,Data Analyst,$12K-$111K (Glassdoor est.),3.9,"PSG Global Solutions
3.9","Plano, TX",Staffing & Outsourcing
2802,Performance Improvement Data Analyst,$12K-$111K (Glassdoor est.),4.0,"Texas Scottish Rite Hospital for Children
4.0","Dallas, TX",Health Care Services & Hospitals
2804,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$12K-$111K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Farmers Branch, TX",Federal Agencies
2805,Director Data Scientist - Data Science Hub,$134K-$210K (Glassdoor est.),3.6,"USAA
3.6","Plano, TX",Insurance Carriers
2806,Data Scientist,$134K-$210K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Dallas, TX",Computer Hardware & Software
2807,Game Data Analyst,$134K-$210K (Glassdoor est.),5.0,"PeopleFun
5.0","Richardson, TX",Audiovisual
2808,+ Data Scientist,$134K-$210K (Glassdoor est.),4.7,"InfoQuest Consulting Group
4.7","Plano, TX",Computer Hardware & Software
2809,Data Scientist/Machine Learning Engineer,$134K-$210K (Glassdoor est.),3.5,"Raytheon Intelligence & Space
3.5","Richardson, TX",Aerospace & Defense
2810,Data Scientist,$134K-$210K (Glassdoor est.),-1.0,BrightPoint Solutions,"Dallas, TX",-1
2812,Data Scientist - NLP/Machine Learning,$134K-$210K (Glassdoor est.),3.1,"AmerisourceBergen
3.1","Carrollton, TX",Biotech & Pharmaceuticals
2813,Data Analyst (Product Analytics),$134K-$210K (Glassdoor est.),2.8,"Match Group
2.8","Dallas, TX",Advertising & Marketing
2814,Operations Research Scientist,$134K-$210K (Glassdoor est.),3.6,"Koch Industries
3.6","Dallas, TX",Oil & Gas Exploration & Production
2815,Data Analyst,$134K-$210K (Glassdoor est.),4.1,"Nokia
4.1","Dallas, TX",Telecommunications Services
2816,Machine Learning Engineer,$134K-$210K (Glassdoor est.),4.6,"Tiger Analytics
4.6","Dallas, TX",Consulting
2817,Data Analyst,$134K-$210K (Glassdoor est.),3.0,"Trinity Industries
3.0","Dallas, TX",Transportation Equipment Manufacturing
2818,Principal Data Scientist- Ensemble Algorithms and Architecture,$134K-$210K (Glassdoor est.),3.3,"Neiman Marcus
3.3","Dallas, TX","Department, Clothing, & Shoe Stores"
2820,Data Scientist (Telecommunications),$134K-$210K (Glassdoor est.),2.8,"Telnet, Inc.
2.8","Plano, TX",Consulting
2821,Data Analyst,$134K-$210K (Glassdoor est.),2.9,"Human Coalition
2.9","Plano, TX",-1
2822,Sr Data Scientist,$134K-$210K (Glassdoor est.),3.3,"Neiman Marcus
3.3","Dallas, TX","Department, Clothing, & Shoe Stores"
2823,Data Analyst,$134K-$210K (Glassdoor est.),-1.0,Yeti Technologies,"Irving, TX",IT Services
2824,Data Scientist,$134K-$210K (Glassdoor est.),2.7,"IMG Systems
2.7","Plano, TX",Consulting
2826,Data Engineer III,$134K-$210K (Glassdoor est.),4.1,"Federal Reserve Bank of Dallas
4.1","Dallas, TX",Banks & Credit Unions
2827,DALLAS Campus Recruiting 2018 - I&D - Data Analyst,$134K-$210K (Glassdoor est.),3.8,"Capgemini
3.8","Dallas, TX",Enterprise Software & Network Solutions
2828,Data Analyst,$134K-$210K (Glassdoor est.),4.6,"Financial Additions
4.6","Dallas, TX",Investment Banking & Asset Management
2829,Data Analyst,$134K-$210K (Glassdoor est.),3.8,"TekniSMart Solutions
3.8","Dallas, TX",-1
2830,Data Scientist- Service,$134K-$210K (Glassdoor est.),3.6,"Kubota Tractor Corporation
3.6","Grapevine, TX",Industrial Manufacturing
2831,Data Analyst,$134K-$210K (Glassdoor est.),4.1,"Kforce
4.1","Dallas, TX",Staffing & Outsourcing
2832,"Data Engineer, Machine Learning",$134K-$210K (Glassdoor est.),5.0,"BICP
5.0","Dallas, TX",IT Services
2833,Data Scientist,$134K-$210K (Glassdoor est.),3.0,"Central Business Solutions, Inc
3.0","Plano, TX",Consulting
2834,Healthcare Data Analyst,$134K-$210K (Glassdoor est.),3.8,"VITALWARE LLC
3.8","Dallas, TX",Health Care Services & Hospitals
2835,Data Scientist and Bioinformatician,$134K-$210K (Glassdoor est.),-1.0,UT Southwestern Medicial Center,"Dallas, TX",-1
2837,Senior Data Scientist - Nationwide Opportunities,$49K-$78K (Glassdoor est.),3.9,"Amazon
3.9","Dallas, TX",Internet
2838,Senior Data Scientist,$49K-$78K (Glassdoor est.),2.4,"Frontier Communications
2.4","Irving, TX","Cable, Internet & Telephone Providers"
2839,Business Intelligence Analyst,$49K-$78K (Glassdoor est.),4.6,"HumCap, Inc.
4.6","Dallas, TX",Consulting
2840,Quantitative Analyst - Asset Allocation Analyst,$49K-$78K (Glassdoor est.),3.3,"State Farm
3.3","Dallas, TX",Insurance Carriers
2841,Reporting Data Analyst,$49K-$78K (Glassdoor est.),-1.0,Shiro Technologies,"Dallas, TX",-1
2842,Principal Data Scientist- Public Sector,$49K-$78K (Glassdoor est.),3.7,"IBM
3.7","Dallas, TX",IT Services
2843,Sr. Data Scientist,$49K-$78K (Glassdoor est.),4.0,"Yum! Brands
4.0","Plano, TX",Fast-Food & Quick-Service Restaurants
2844,Data Scientist,$49K-$78K (Glassdoor est.),5.0,"Pro Lancer
5.0","Dallas, TX",-1
2845,Data Analyst,$49K-$78K (Glassdoor est.),4.4,"InfoVision, Inc.
4.4","Irving, TX",IT Services
2846,Data Scientist,$49K-$78K (Glassdoor est.),3.4,"Brinks Home Security
3.4","Farmers Branch, TX",Security Services
2847,Data Scientist,$49K-$78K (Glassdoor est.),-1.0,SJ Communication Design,"Plano, TX",-1
2848,Quantitative Analyst,$49K-$78K (Glassdoor est.),3.3,"Mr. Cooper
3.3","Lewisville, TX",Lending
2849,Big Data Engineer- Hadoop,$49K-$78K (Glassdoor est.),3.4,"Allstate
3.4","Irving, TX",Insurance Agencies & Brokerages
2850,Data Analyst,$49K-$78K (Glassdoor est.),3.4,"First American Financial Corporation
3.4","Irving, TX",Insurance Carriers
2851,Junior Data Analyst,$49K-$78K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Dallas, TX",IT Services
2853,Quantum Principal Data Scientist (Industrial-Discrete sector),$49K-$78K (Glassdoor est.),3.7,"IBM
3.7","Dallas, TX",IT Services
2854,Data Engineer,$49K-$78K (Glassdoor est.),3.9,"Capital One
3.9","Plano, TX",Banks & Credit Unions
2855,Data Engineer,$49K-$78K (Glassdoor est.),-1.0,Iconic Technology Group,"Dallas, TX",-1
2856,Data Engineer,$49K-$78K (Glassdoor est.),4.6,"Vinli
4.6","Dallas, TX",Computer Hardware & Software
2857,Field Appl Scientist I,$49K-$78K (Glassdoor est.),2.5,"Meso Scale Diagnostics
2.5","Dallas, TX",Biotech & Pharmaceuticals
2858,RAPD Risk Platforms & Data - Analyst,$49K-$78K (Glassdoor est.),4.0,"Goldman Sachs
4.0","Dallas, TX",Investment Banking & Asset Management
2859,Senior Software/Data Engineer,$49K-$78K (Glassdoor est.),3.9,"Capital One
3.9","Plano, TX",Banks & Credit Unions
2860,HR Data Analyst II,$49K-$78K (Glassdoor est.),3.7,"Federal Reserve Bank
3.7","Dallas, TX",Financial Analytics & Research
2861,Principal Data Scientist-- Ensemble Algorithms and Architecture,$49K-$78K (Glassdoor est.),4.4,"Ava Consulting
4.4","Dallas, TX",IT Services
2862,Business Data Analyst,$49K-$78K (Glassdoor est.),3.8,"Diversant LLC
3.8","Dallas, TX",Staffing & Outsourcing
2863,Quantum Principal Data Scientist (Industrial-Process sector),$49K-$78K (Glassdoor est.),3.7,"IBM
3.7","Dallas, TX",IT Services
2864,Client Data Analyst,$49K-$78K (Glassdoor est.),3.6,"Signify Health
3.6","Dallas, TX",Health Care Services & Hospitals
2865,Clinical Safety Scientist I,$49K-$78K (Glassdoor est.),4.0,"CTI Clinical Trial Services, Inc
4.0","Dallas, TX",Health Care Services & Hospitals
2866,Business Intelligence Analyst,$48K-$98K (Glassdoor est.),4.0,"CAE
4.0","Dallas, TX",Aerospace & Defense
2867,Human Resources data Analyst,$48K-$98K (Glassdoor est.),1.9,"MOA
1.9","Plano, TX",-1
2868,Sr Quantitative Analyst,$48K-$98K (Glassdoor est.),3.3,"Mr. Cooper
3.3","Dallas, TX",Lending
2869,Data Engineer III,$48K-$98K (Glassdoor est.),1.7,"Avantax Wealth Management
1.7","Irving, TX",Brokerage Services
2870,Lead/Principal Data Engineer,$48K-$98K (Glassdoor est.),4.3,"Boston Consulting Group
4.3","Dallas, TX",Consulting
2872,Data Engineer,$48K-$98K (Glassdoor est.),4.5,"Athreya Inc
4.5","Dallas, TX",IT Services
2873,Data Analyst,$48K-$98K (Glassdoor est.),-1.0,1,"Dallas, TX",-1
2874,Data Analyst(Only W2),$48K-$98K (Glassdoor est.),-1.0,Clearwing Consulting,"Dallas, TX",-1
2875,Data Engineer 2,$48K-$98K (Glassdoor est.),4.1,"Nokia
4.1","Dallas, TX",Telecommunications Services
2876,Data Analyst,$48K-$98K (Glassdoor est.),2.9,"Hilltop Holdings
2.9","Irving, TX",Banks & Credit Unions
2877,Data Analyst,$48K-$98K (Glassdoor est.),4.6,"Conch Technologies, Inc
4.6","Plano, TX",Consulting
2878,HR Data Analyst II,$48K-$98K (Glassdoor est.),4.1,"Federal Reserve Bank (FRB)
4.1","Dallas, TX",Federal Agencies
2879,Data Engineer,$48K-$98K (Glassdoor est.),3.8,"Sense Corp
3.8","Dallas, TX",Accounting
2880,Microsoft Dynamics CRM Data Analyst,$48K-$98K (Glassdoor est.),3.7,"IBM
3.7","Dallas, TX",IT Services
2881,Data Analyst BHJOB11946_,$48K-$98K (Glassdoor est.),3.3,"Addison Group
3.3","Dallas, TX",Staffing & Outsourcing
2883,Data Analyst,$48K-$98K (Glassdoor est.),3.6,"Randstad
3.6","Plano, TX",Staffing & Outsourcing
2884,Data Analyst 4,$48K-$98K (Glassdoor est.),2.8,"Telnet (Rockville, MD)
2.8","Dallas, TX",Consulting
2885,Artificial Intelligence/Machine Learning Engineer,$48K-$98K (Glassdoor est.),4.1,"SysMind
4.1","Irving, TX",Enterprise Software & Network Solutions
2886,Data Analyst,$48K-$98K (Glassdoor est.),-1.0,Corporate G. LLC,"Dallas, TX",-1
2888,Data Analyst,$48K-$98K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Dallas, TX",IT Services
2889,Data Engineer,$48K-$98K (Glassdoor est.),-1.0,Palnar,"Plano, TX",IT Services
2890,Data Engineer III,$48K-$98K (Glassdoor est.),3.7,"Federal Reserve Bank
3.7","Dallas, TX",Financial Analytics & Research
2891,Data Analyst: II / QA Analyst,$48K-$98K (Glassdoor est.),4.4,"InfoVision, Inc.
4.4","Dallas, TX",IT Services
2892,Lead Data Scientist,$48K-$98K (Glassdoor est.),3.6,"Humana
3.6","Irving, TX",Insurance Carriers
2893,Data Engineer (remote),$48K-$98K (Glassdoor est.),3.3,"Thrivent
3.3","Dallas, TX",Insurance Carriers
2894,Sr. Data & ML Engineer,$48K-$98K (Glassdoor est.),3.9,"Amazon
3.9","Dallas, TX",Internet
2896,Business Intelligence Analyst Senior,$85K-$159K (Glassdoor est.),3.6,"USAA
3.6","Plano, TX",Insurance Carriers
2897,Data Engineer - Orion,$85K-$159K (Glassdoor est.),3.4,"ZeniMax Media, Inc.
3.4","Dallas, TX",Video Games
2898,VP - Data Scientist,$85K-$159K (Glassdoor est.),3.9,"JPMorgan Chase & Co.
3.9","Lewisville, TX",Investment Banking & Asset Management
2899,Big Data Engineer,$85K-$159K (Glassdoor est.),4.3,"Onica Group
4.3","Dallas, TX",IT Services
2900,Machine Learning Engineer,$85K-$159K (Glassdoor est.),3.2,"7-Eleven, Inc.
3.2","Irving, TX",Other Retail Stores
2901,Machine Learning Engineer,$85K-$159K (Glassdoor est.),4.1,"SysMind
4.1","Irving, TX",Enterprise Software & Network Solutions
2902,Sr. Data Scientist,$85K-$159K (Glassdoor est.),2.4,"Frontier Communications
2.4","Allen, TX","Cable, Internet & Telephone Providers"
2904,Data Analyst - Contract Renewals,$85K-$159K (Glassdoor est.),2.8,"RealPage
2.8","Richardson, TX",Computer Hardware & Software
2905,"Data Analyst (Charlotte, NC / Des Moines, IA / Dallas, TX / Phoenix, AZ)",$85K-$159K (Glassdoor est.),3.6,"Pioneer Consulting Services LLC
3.6","Dallas, TX",IT Services
2906,Machine Learning Engineer,$85K-$159K (Glassdoor est.),3.4,"NTT DATA
3.4","Irving, TX",IT Services
2907,"Business Intelligence Analyst - North Dallas, TX - Mortgage",$85K-$159K (Glassdoor est.),4.6,"HumCap Inc.
4.6","Dallas, TX",Consulting
2908,Data Analyst,$85K-$159K (Glassdoor est.),-1.0,StaffingSoft Inc.,"Irving, TX",-1
2909,Data Engineer,$85K-$159K (Glassdoor est.),3.7,"DataSys Consulting and Software, Inc
3.7","Dallas, TX",Consulting
2910,Data Analyst,$85K-$159K (Glassdoor est.),4.1,"Mitchell Martin
4.1","Plano, TX",Staffing & Outsourcing
2911,Federal - Data Scientist ++++++++++++++,$85K-$159K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Arlington, TX",Computer Hardware & Software
2912,Lead Data Scientist - Machine Learning,$85K-$159K (Glassdoor est.),3.0,"GM Financial
3.0","Arlington, TX",Lending
2913,Network Data Analyst,$85K-$159K (Glassdoor est.),4.3,"PeopleNTech LLC
4.3","Dallas, TX",IT Services
2915,"Data Analyst (Python), Dallas, Methods+Mastery (a FleishmanHillard Company)",$85K-$159K (Glassdoor est.),3.3,"Fleishman-Hillard Inc
3.3","Dallas, TX",Advertising & Marketing
2916,Machine Learning/Data Engineer,$85K-$159K (Glassdoor est.),3.4,"NTT DATA Services
3.4","Irving, TX",IT Services
2917,Data Engineer III,$85K-$159K (Glassdoor est.),4.1,"Federal Reserve Bank (FRB)
4.1","Dallas, TX",Federal Agencies
2918,Big Data Machine Learning Engineer,$85K-$159K (Glassdoor est.),3.9,"Lucid Technologies
3.9","Plano, TX",Computer Hardware & Software
